chemical,activity,dosage,reference
CAFFEIC-ACID,Antioxidant,1.3 x Vit. E,"Duke, 1992 *"
CAFFEIC-ACID,Antioxidant,1/2 BHA,"Duke, 1992 *"
CAFFEIC-ACID,Antioxidant,50 uM,"Duke, 1992 *"
CAFFEIC-ACID,Antioxidant,1/3 quercetin,"Duke, 1992 *"
CAFFEIC-ACID,Antioxidant,IC57=30 ppm,"Duke, 1992 *"
CAFFEIC-ACID,Antioxidant,30 mM,"Duke, 1992 *"
CAFFEIC-ACID,Antiperoxidant,IC50=44 uM,"Planta Medica, 57: A54, 1991."
CAFFEIC-ACID,Antiperoxidant,IC35=200 ug/ml,"Duke, 1992 *"
CAFFEIC-ACID,Antiperoxidant,IC85=100 ug/ml,"Duke, 1992 *"
CAFFEIC-ACID,Antiproliferant,not available,"Chiang, L. C., Chiang, W., Chang, M. Y., Ng, L. T., Lin, C. C. 2003. Antileukemic activity of selected natural products in Taiwan. Am J Chin Med, 31(1):37-46."
CAFFEIC-ACID,Antiprostaglandin,not available,"Duke, 1992 *"
CAFFEIC-ACID,Antiradicular,1/3 quercetin,"Duke, 1992 *"
CAFFEIC-ACID,Antiradicular,10 uM,"Ohnishi, M., Morishita, H., Iwahashi, H., Toda, S., Shirataki, Y., Kimura, M., and Kido, R. 1993. Inhibitory Effects of Chlorogenic Acids on Linoleic Acid Peroxidation and Haemolysis. Phytochemistry. 36(3): 579-583. 1994."
CAFFEIC-ACID,Antiradicular,30 mM,"Duke, 1992 *"
CAFFEIC-ACID,Antiradicular,IC50=32-35 uM,"Duke, 1992 *"
CAFFEIC-ACID,Antiseptic,not available,"Duke, 1992 *"
CAFFEIC-ACID,Antispasmodic,EC50=3.4-15 uM,"Phytotherapy Research, 4: 73."
CAFFEIC-ACID,Antistaphylococcic,not available,"Duke, 1992 *"
CAFFEIC-ACID,Antistomatitic,not available,"Economic & Medicinal Plant Research, 5: 207."
CAFFEIC-ACID,Antisunburn,not available,"Duke, 1992 *"
CAFFEIC-ACID,Antithiamin,not available,"Phenolic Compounds in Food and Their Effects on Health, 69."
CAFFEIC-ACID,Antithyroid,not available,Jim Duke's personal files.
CAFFEIC-ACID,Antitumor,200 ppm diet orl mus,"Duke, 1992 *"
CAFFEIC-ACID,Antitumor (Skin),not available,"Duke, 1992 *"
CAFFEIC-ACID,Antitumor-Promoter,IC42=10 uM,"Cancer Research, 48: 5941."
CAFFEIC-ACID,Antiulcerogenic,not available,"Duke, 1992 *"
CAFFEIC-ACID,Antivaccinia,not available,"Economic & Medicinal Plant Research, 5: 207."
CAFFEIC-ACID,Antiviral,IC50=62.5 ug/ml,"Duke, 1992 *"
CAFFEIC-ACID,Anxiolytic,not available,"Duke, 1992 *"
CAFFEIC-ACID,Calcium-Antagonist,IC50=1.2 uM rbt,"Duke, 1992 *"
CAFFEIC-ACID,Cancer-Preventive,not available,"Stitt, P. A. Why George Should Eat Broccoli. Dougherty Co, Milwaukee, WI, 1990, 399 pp."
CAFFEIC-ACID,Carcinogenic,2% (diet),"Duke, 1992 *"
CAFFEIC-ACID,Chemopreventive,not available,"Duke, 1992 *"
CAFFEIC-ACID,Cholagogue,not available,"Wichtl, M. 1984. Teedrogen. Ein Handbuch fur Apotheker und Arzte. Wissenschaftliche Verlagsgesellscharft. mbH Stuttgart. 393 pp."
CAFFEIC-ACID,Choleretic,not available,"Williamson, E. M. and Evans, F. J., Potter's New Cyclopaedia of Botanical Drugs and Preparations, Revised Ed., Saffron Walden, the C. W. Daniel Co., Ltd., Essex UK, 362 pp, 1988, reprint 1989."
CAFFEIC-ACID,Clastogenic,not available,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
CAFFEIC-ACID,CNS-Active,not available,"Wichtl, M. 1984. Teedrogen. Ein Handbuch fur Apotheker und Arzte. Wissenschaftliche Verlagsgesellscharft. mbH Stuttgart. 393 pp."
CAFFEIC-ACID,Co-carcinogenic,not available,"Duke, 1992 *"
CAFFEIC-ACID,Collagen-Sparing,not available,"Duke, 1992 *"
CAFFEIC-ACID,COX-2-Inhibitor,IC32=100 uM,"Duke, 1992 *"
CAFFEIC-ACID,Cytoprotective,not available,"Newall, C. A., Anderson, L. A. and Phillipson, J. D. 1996. Herbal Medicine - A Guide for Health-care Professionals. The Pharmaceutical Press, London. 296pp."
CAFFEIC-ACID,Cytotoxic,TC50=200 ug/ml,"Duke, 1992 *"
CAFFEIC-ACID,Diuretic,not available,"Wichtl, M. 1984. Teedrogen. Ein Handbuch fur Apotheker und Arzte. Wissenschaftliche Verlagsgesellscharft. mbH Stuttgart. 393 pp."
CAFFEIC-ACID,DNA-Active,not available,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
CAFFEIC-ACID,DNA-Protective,not available,"Duke, 1992 *"
CAFFEIC-ACID,Fungicide,MIC=0.4 mg/ml,"Duke, 1992 *"
CAFFEIC-ACID,Hepatocarcinogenic,400 ppm diet orl mus (in the absence of alcohol),"Duke, 1992 *"
CAFFEIC-ACID,Hepatoprotective,not available,"Advance in Chinese Medicinal Materials Research. 1985. Eds. H. M. Chang, H. W. Yeung, W. -W. Tso and A. Koo. World Scientific Publishing Co., Philadelphia Pa., page 210."
CAFFEIC-ACID,Hepatotropic,not available,"Duke, 1992 *"
CAFFEIC-ACID,Histamine-Inhibitor,not available,"Duke, 1992 *"
CAFFEIC-ACID,Immunostimulant,not available,"Duke, 1992 *"
CAFFEIC-ACID,Insectifuge,not available,"Tunon, H., Thorsell, W., and Bohlin, L. 1993. Mosquito Repelling Activity of Compounds Occurring in Achillea millefolium L. (Asteraceae). Economic Botany 48(2): 111-120, 1994."
CAFFEIC-ACID,Leukotriene-Inhibitor,not available,"Duke, 1992 *"
CAFFEIC-ACID,Lipoxygenase-Inhibitor,IC50=62-148 uM,"Duke, 1992 *"
CAFFEIC-ACID,Lipoxygenase-Inhibitor,IC27=5 mM,"Oszmianski, J. and Lee, C.Y. 1990. Inhibitory Effect of Phenolics on Carotene Bleaching in Vegetables. J. Agric. Food Chem. 38: 688-690."
CAFFEIC-ACID,Lyase-Inhibitor,IC50=94-164 uM,"Duke, 1992 *"
CAFFEIC-ACID,Metal-Chelator,not available,"McEvily, A.J., Iyengar, R., and Gross, A.T. Inhibition of Polyphenol Oxidase by Phenolic Compounds. Phenolic Compounds in Food and Their Effects on Health, Ch.25."
CAFFEIC-ACID,Ornithine-Decarboxylase-Inhibitor,not available,"Hagerman, A.E. Tannin-Protein Interactions. Phenolic Compounds in Food and Their Effects on Health, Ch.19."
CAFFEIC-ACID,Pesticide,not available,"Duke, 1992 *"
CAFFEIC-ACID,Prooxidant,not available,"Duke, 1992 *"
CAFFEIC-ACID,Prostaglandigenic,not available,"Duke, 1992 *"
CAFFEIC-ACID,Sedative,500 mg,"Duke, 1992 *"
CAFFEIC-ACID,Sunscreen,IC50=2.5 mg/l,"Lazarova*, G., Kostova, I., Neychev, H. 1992. Photodynamic damage prevention by some hydroxycoumarins. Fitoterapia 64(2): 134-136, 1993."
CAFFEIC-ACID,Sunscreen,IC91=5 mg/l,"Lazarova*, G., Kostova, I., Neychev, H. 1992. Photodynamic damage prevention by some hydroxycoumarins. Fitoterapia 64(2): 134-136, 1993."
CAFFEIC-ACID,Sunscreen,IC98=25 mg/l,"Lazarova*, G., Kostova, I., Neychev, H. 1992. Photodynamic damage prevention by some hydroxycoumarins. Fitoterapia 64(2): 134-136, 1993."
CAFFEIC-ACID,Tumorigenic,not available,Jim Duke's personal files.
CAFFEIC-ACID,Vulnerary,not available,"Duke, 1992 *"
CAFFEIC-ACID,Xanthine-Oxidase-Inhibitor,IC50=39.21 uM,"Mills, Simon and Bone, Kerry. 2000. Phytotherapy. Churchill
Livinston, Edinburgh."
CAFFEIC-ACID,Aldose-Reductase-Inhibitor,4 ug/ml (weak activity),"Ichikawa, K., et al. 1991. Isolation and Structure Determination of Aldose Reductase Inhibitors from Traditional Thai Medicine, and Syntheses of Their Derivatives. Sankyo Kenkyusho Nempo, 43: 99-110."
CAFFEIC-ACID,Allergenic,not available,"Duke, 1992 *"
CAFFEIC-ACID,Analgesic,not available,"Duke, 1992 *"
CAFFEIC-ACID,Antiadenoviral,not available,"Economic & Medicinal Plant Research, 5: 207."
CAFFEIC-ACID,Antiaggregant,not available,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
CAFFEIC-ACID,Antiaging,not available,"Duke, 1992 *"
CAFFEIC-ACID,Antiatherogenic,not available,"Duke, 1992 *"
CAFFEIC-ACID,Antibacterial,not available,"Duke, 1992 *"
CAFFEIC-ACID,Anticancer,not available,"Duke, 1992 *"
CAFFEIC-ACID,Anticarcinogenic,not available,"Economic & Medicinal Plant Research, 6: 189."
CAFFEIC-ACID,Antidepressant,not available,"Duke, 1992 *"
CAFFEIC-ACID,Antiedemic,not available,"Economic & Medicinal Plant Research, 6: 189."
CAFFEIC-ACID,Antielastase,IC50=93 um/l,"Duke, 1992 *"
CAFFEIC-ACID,Antielastase,IC50=86 ug/ml (475 uM),"Duke, 1992 *"
CAFFEIC-ACID,Antiescherichic,not available,"Duke, 1992 *"
CAFFEIC-ACID,Antiflu,not available,"Economic & Medicinal Plant Research, 5: 207."
CAFFEIC-ACID,Antigonadotropic,not available,Jim Duke's personal files.
CAFFEIC-ACID,Antihemolytic,25 uM,"Ohnishi, M., Morishita, H., Iwahashi, H., Toda, S., Shirataki, Y., Kimura, M., and Kido, R. 1993. Inhibitory Effects of Chlorogenic Acids on Linoleic Acid Peroxidation and Haemolysis. Phytochemistry. 36(3): 579-583. 1994."
CAFFEIC-ACID,Antihepatoadenomic,200 ppm diet orl mus,"Duke, 1992 *"
CAFFEIC-ACID,Antihepatotoxic,not available,"Duke, 1992 *"
CAFFEIC-ACID,Antiherpetic,EC50=>50 ug/ml,"Duke, 1992 *"
CAFFEIC-ACID,Antiherpetic,50 ug/ml,"Duke, 1992 *"
CAFFEIC-ACID,Antihistaminic,not available,"Duke, 1992 *"
CAFFEIC-ACID,AntiHIV,EC50=200 ug/ml,"Duke, 1992 *"
CAFFEIC-ACID,Antihypercholesterolemic,not available,"Economic & Medicinal Plant Research, 6: 189."
CAFFEIC-ACID,Antihyperthyroid,not available,"Duke, 1992 *"
CAFFEIC-ACID,Antiinflammatory,not available,"Duke, 1992 *"
CAFFEIC-ACID,AntiLegionella,not available,"Duke, 1992 *"
CAFFEIC-ACID,Antileukemic,not available,"Chiang, L. C., Chiang, W., Chang, M. Y., Ng, L. T., Lin, C. C. 2003. Antileukemic activity of selected natural products in Taiwan. Am J Chin Med, 31(1):37-46."
CAFFEIC-ACID,Antileukotriene,not available,"Duke, 1992 *"
CAFFEIC-ACID,Antimelanogenic,not available,"Duke, 1992 *"
CAFFEIC-ACID,Antimutagenic,not available,"Ki Soon Rhee. Oilseed Food Ingredients Used To Minimize Oxidative Flavor Deterioration in Meat Products. Phenolic Compounds in Food and Their Effects on Health, Ch.18."
CAFFEIC-ACID,Antinitrosaminic,not available,"Ki Soon Rhee. Oilseed Food Ingredients Used To Minimize Oxidative Flavor Deterioration in Meat Products. Phenolic Compounds in Food and Their Effects on Health, Ch.18."
CAFFEIC-ACID,Antiophidic,not available,"Duke, 1992 *"
CAFFEIC-ACID,Antioxidant,1.3 x Vit. E,"Duke, 1992 *"
CAFFEIC-ACID,Antioxidant,1/2 BHA,"Duke, 1992 *"
CAFFEIC-ACID,Antioxidant,50 uM,"Duke, 1992 *"
CAFFEIC-ACID,Antioxidant,1/3 quercetin,"Duke, 1992 *"
CAFFEIC-ACID,Antioxidant,IC57=30 ppm,"Duke, 1992 *"
CAFFEIC-ACID,Antioxidant,30 mM,"Duke, 1992 *"
CAFFEIC-ACID,Antiperoxidant,IC50=44 uM,"Planta Medica, 57: A54, 1991."
CAFFEIC-ACID,Antiperoxidant,IC35=200 ug/ml,"Duke, 1992 *"
CAFFEIC-ACID,Antiperoxidant,IC85=100 ug/ml,"Duke, 1992 *"
CAFFEIC-ACID,Antiproliferant,not available,"Chiang, L. C., Chiang, W., Chang, M. Y., Ng, L. T., Lin, C. C. 2003. Antileukemic activity of selected natural products in Taiwan. Am J Chin Med, 31(1):37-46."
CAFFEIC-ACID,Antiprostaglandin,not available,"Duke, 1992 *"
CAFFEIC-ACID,Antiradicular,1/3 quercetin,"Duke, 1992 *"
CAFFEIC-ACID,Antiradicular,10 uM,"Ohnishi, M., Morishita, H., Iwahashi, H., Toda, S., Shirataki, Y., Kimura, M., and Kido, R. 1993. Inhibitory Effects of Chlorogenic Acids on Linoleic Acid Peroxidation and Haemolysis. Phytochemistry. 36(3): 579-583. 1994."
CAFFEIC-ACID,Antiradicular,30 mM,"Duke, 1992 *"
CAFFEIC-ACID,Antiradicular,IC50=32-35 uM,"Duke, 1992 *"
CAFFEIC-ACID,Antiseptic,not available,"Duke, 1992 *"
CAFFEIC-ACID,Antispasmodic,EC50=3.4-15 uM,"Phytotherapy Research, 4: 73."
CAFFEIC-ACID,Antistaphylococcic,not available,"Duke, 1992 *"
CAFFEIC-ACID,Antistomatitic,not available,"Economic & Medicinal Plant Research, 5: 207."
CAFFEIC-ACID,Antisunburn,not available,"Duke, 1992 *"
CAFFEIC-ACID,Antithiamin,not available,"Phenolic Compounds in Food and Their Effects on Health, 69."
CAFFEIC-ACID,Antithyroid,not available,Jim Duke's personal files.
CAFFEIC-ACID,Antitumor,200 ppm diet orl mus,"Duke, 1992 *"
CAFFEIC-ACID,Antitumor (Skin),not available,"Duke, 1992 *"
CAFFEIC-ACID,Antitumor-Promoter,IC42=10 uM,"Cancer Research, 48: 5941."
CAFFEIC-ACID,Antiulcerogenic,not available,"Duke, 1992 *"
CAFFEIC-ACID,Antivaccinia,not available,"Economic & Medicinal Plant Research, 5: 207."
CAFFEIC-ACID,Antiviral,IC50=62.5 ug/ml,"Duke, 1992 *"
CAFFEIC-ACID,Anxiolytic,not available,"Duke, 1992 *"
CAFFEIC-ACID,Calcium-Antagonist,IC50=1.2 uM rbt,"Duke, 1992 *"
CAFFEIC-ACID,Cancer-Preventive,not available,"Stitt, P. A. Why George Should Eat Broccoli. Dougherty Co, Milwaukee, WI, 1990, 399 pp."
CAFFEIC-ACID,Carcinogenic,2% (diet),"Duke, 1992 *"
CAFFEIC-ACID,Chemopreventive,not available,"Duke, 1992 *"
CAFFEIC-ACID,Cholagogue,not available,"Wichtl, M. 1984. Teedrogen. Ein Handbuch fur Apotheker und Arzte. Wissenschaftliche Verlagsgesellscharft. mbH Stuttgart. 393 pp."
CAFFEIC-ACID,Choleretic,not available,"Williamson, E. M. and Evans, F. J., Potter's New Cyclopaedia of Botanical Drugs and Preparations, Revised Ed., Saffron Walden, the C. W. Daniel Co., Ltd., Essex UK, 362 pp, 1988, reprint 1989."
CAFFEIC-ACID,Clastogenic,not available,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
CAFFEIC-ACID,CNS-Active,not available,"Wichtl, M. 1984. Teedrogen. Ein Handbuch fur Apotheker und Arzte. Wissenschaftliche Verlagsgesellscharft. mbH Stuttgart. 393 pp."
CAFFEIC-ACID,Co-carcinogenic,not available,"Duke, 1992 *"
CAFFEIC-ACID,Collagen-Sparing,not available,"Duke, 1992 *"
CAFFEIC-ACID,COX-2-Inhibitor,IC32=100 uM,"Duke, 1992 *"
CAFFEIC-ACID,Cytoprotective,not available,"Newall, C. A., Anderson, L. A. and Phillipson, J. D. 1996. Herbal Medicine - A Guide for Health-care Professionals. The Pharmaceutical Press, London. 296pp."
CAFFEIC-ACID,Cytotoxic,TC50=200 ug/ml,"Duke, 1992 *"
CAFFEIC-ACID,Diuretic,not available,"Wichtl, M. 1984. Teedrogen. Ein Handbuch fur Apotheker und Arzte. Wissenschaftliche Verlagsgesellscharft. mbH Stuttgart. 393 pp."
CAFFEIC-ACID,DNA-Active,not available,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
CAFFEIC-ACID,DNA-Protective,not available,"Duke, 1992 *"
CAFFEIC-ACID,Fungicide,MIC=0.4 mg/ml,"Duke, 1992 *"
CAFFEIC-ACID,Hepatocarcinogenic,400 ppm diet orl mus (in the absence of alcohol),"Duke, 1992 *"
CAFFEIC-ACID,Hepatoprotective,not available,"Advance in Chinese Medicinal Materials Research. 1985. Eds. H. M. Chang, H. W. Yeung, W. -W. Tso and A. Koo. World Scientific Publishing Co., Philadelphia Pa., page 210."
CAFFEIC-ACID,Hepatotropic,not available,"Duke, 1992 *"
CAFFEIC-ACID,Histamine-Inhibitor,not available,"Duke, 1992 *"
CAFFEIC-ACID,Immunostimulant,not available,"Duke, 1992 *"
CAFFEIC-ACID,Insectifuge,not available,"Tunon, H., Thorsell, W., and Bohlin, L. 1993. Mosquito Repelling Activity of Compounds Occurring in Achillea millefolium L. (Asteraceae). Economic Botany 48(2): 111-120, 1994."
CAFFEIC-ACID,Leukotriene-Inhibitor,not available,"Duke, 1992 *"
CAFFEIC-ACID,Lipoxygenase-Inhibitor,IC50=62-148 uM,"Duke, 1992 *"
CAFFEIC-ACID,Lipoxygenase-Inhibitor,IC27=5 mM,"Oszmianski, J. and Lee, C.Y. 1990. Inhibitory Effect of Phenolics on Carotene Bleaching in Vegetables. J. Agric. Food Chem. 38: 688-690."
CAFFEIC-ACID,Lyase-Inhibitor,IC50=94-164 uM,"Duke, 1992 *"
CAFFEIC-ACID,Metal-Chelator,not available,"McEvily, A.J., Iyengar, R., and Gross, A.T. Inhibition of Polyphenol Oxidase by Phenolic Compounds. Phenolic Compounds in Food and Their Effects on Health, Ch.25."
CAFFEIC-ACID,Ornithine-Decarboxylase-Inhibitor,not available,"Hagerman, A.E. Tannin-Protein Interactions. Phenolic Compounds in Food and Their Effects on Health, Ch.19."
CAFFEIC-ACID,Pesticide,not available,"Duke, 1992 *"
CAFFEIC-ACID,Prooxidant,not available,"Duke, 1992 *"
CAFFEIC-ACID,Prostaglandigenic,not available,"Duke, 1992 *"
CAFFEIC-ACID,Sedative,500 mg,"Duke, 1992 *"
CAFFEIC-ACID,Sunscreen,IC50=2.5 mg/l,"Lazarova*, G., Kostova, I., Neychev, H. 1992. Photodynamic damage prevention by some hydroxycoumarins. Fitoterapia 64(2): 134-136, 1993."
CAFFEIC-ACID,Sunscreen,IC91=5 mg/l,"Lazarova*, G., Kostova, I., Neychev, H. 1992. Photodynamic damage prevention by some hydroxycoumarins. Fitoterapia 64(2): 134-136, 1993."
CAFFEIC-ACID,Sunscreen,IC98=25 mg/l,"Lazarova*, G., Kostova, I., Neychev, H. 1992. Photodynamic damage prevention by some hydroxycoumarins. Fitoterapia 64(2): 134-136, 1993."
CAFFEIC-ACID,Tumorigenic,not available,Jim Duke's personal files.
CAFFEIC-ACID,Vulnerary,not available,"Duke, 1992 *"
CAFFEIC-ACID,Xanthine-Oxidase-Inhibitor,IC50=39.21 uM,"Mills, Simon and Bone, Kerry. 2000. Phytotherapy. Churchill
Livinston, Edinburgh."
CAFFEOYLTARTARIC-ACID,Antiallergic,not available,"Duke, 1992 *"
CAFFEOYLTARTARIC-ACID,Antiinflammatory,not available,"Duke, 1992 *"
CAFFEOYLTARTARIC-ACID,Antileukotriene,not available,"Duke, 1992 *"
CAFTARIC-ACID,Antiotitic,not available,"Duke, 1992 *"
CAFTARIC-ACID,Bacteristat,not available,"Duke, 1992 *"
CAFTARIC-ACID,Hyaluronidase-Inhibitor,not available,"Duke, 1992 *"
CALCIUM,Antiallergic,500 mg/day,"Duke, 1992 *"
CALCIUM,Antianxiety,not available,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
CALCIUM,Antiarrhythmic,"500-1,500 mg","Duke, 1992 *"
CALCIUM,Antiarthritic,"1,000 mg/day","Duke, 1992 *"
CALCIUM,Antiatherosclerotic,500 mg/day,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
CALCIUM,Anticlimacteric,"1,000-1,500 mg/day","Duke, 1992 *"
CALCIUM,Antidepressant,not available,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
CALCIUM,Antidote (Aluminum),not available,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
CALCIUM,Antidote (Lead),not available,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
CALCIUM,Antihyperkinetic,not available,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
CALCIUM,Antihypertensive,not available,"Duke, 1992 *"
CALCIUM,Antiinsomniac,not available,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
CALCIUM,Antimenopausal,"1,000-1,500 mg/day","Duke, 1992 *"
CALCIUM,Antiobesity,not available,"Duke, 1992 *"
CALCIUM,Antiosteoporotic,"500-2,000 mg/day","Duke, 1992 *"
CALCIUM,Antiperiodontitic,750 mg/day,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
CALCIUM,AntiPMS,1 g/day,"Duke, 1992 *"
CALCIUM,Antirheumatic,"1,000 mg/day","Duke, 1992 *"
CALCIUM,Antistress,"500-1,500 mg/day","Duke, 1992 *"
CALCIUM,Antitic,not available,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
CALCIUM,Anxiolytic,"500-1,500 mg/day","Duke, 1992 *"
CALCIUM,Calcium-Channel-Blocker,not available,"Duke, 1992 *"
CALCIUM,Diuretic,not available,"Duke, 1992 *"
CALCIUM,Hypocholesterolemic,500 mg/day,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
CALCIUM,Hypotensive,1 g/day,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
CALCIUM,Laxative,"1,000-1,200 mg","Duke, 1992 *"
CALCIUM,Tranquilizer,"500-1,500 mg/day","Duke, 1992 *"
CALCIUM,Vasodilator,not available,"Duke, 1992 *"
CALCIUM,Antiallergic,500 mg/day,"Duke, 1992 *"
CALCIUM,Antianxiety,not available,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
CALCIUM,Antiarrhythmic,"500-1,500 mg","Duke, 1992 *"
CALCIUM,Antiarthritic,"1,000 mg/day","Duke, 1992 *"
CALCIUM,Antiatherosclerotic,500 mg/day,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
CALCIUM,Anticlimacteric,"1,000-1,500 mg/day","Duke, 1992 *"
CALCIUM,Antidepressant,not available,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
CALCIUM,Antidote (Aluminum),not available,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
CALCIUM,Antidote (Lead),not available,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
CALCIUM,Antihyperkinetic,not available,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
CALCIUM,Antihypertensive,not available,"Duke, 1992 *"
CALCIUM,Antiinsomniac,not available,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
CALCIUM,Antimenopausal,"1,000-1,500 mg/day","Duke, 1992 *"
CALCIUM,Antiobesity,not available,"Duke, 1992 *"
CALCIUM,Antiosteoporotic,"500-2,000 mg/day","Duke, 1992 *"
CALCIUM,Antiperiodontitic,750 mg/day,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
CALCIUM,AntiPMS,1 g/day,"Duke, 1992 *"
CALCIUM,Antirheumatic,"1,000 mg/day","Duke, 1992 *"
CALCIUM,Antistress,"500-1,500 mg/day","Duke, 1992 *"
CALCIUM,Antitic,not available,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
CALCIUM,Anxiolytic,"500-1,500 mg/day","Duke, 1992 *"
CALCIUM,Calcium-Channel-Blocker,not available,"Duke, 1992 *"
CALCIUM,Diuretic,not available,"Duke, 1992 *"
CALCIUM,Hypocholesterolemic,500 mg/day,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
CALCIUM,Hypotensive,1 g/day,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
CALCIUM,Laxative,"1,000-1,200 mg","Duke, 1992 *"
CALCIUM,Tranquilizer,"500-1,500 mg/day","Duke, 1992 *"
CALCIUM,Vasodilator,not available,"Duke, 1992 *"
CAMPESTEROL,Antioxidant,IC37=10 uM,"Duke, 1992 *"
CAMPESTEROL,Hypocholesterolemic,not available,"Duke, J. A. Writeups or information summaries on approximately 2,000 economic plants, USDA, ARS, Beltsville, MD 20705."
